X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
1.2561323,52.1554899,0,0,2714,51,2021/01/03 10:54:39+00,,,,speed: 0.6,,,,,,,,,,,,,,,,,
1.2561978,52.1554915,0,0,2715,52,2021/01/03 10:54:43+00,65,,,speed: 1.6,,,,,,,,,,,,,,,,,
1.2563076,52.1555138,0,0,2716,50,2021/01/03 10:54:47+00,69,,,speed: 1.6,,,,,,,,,,,,,,,,,
1.2564235,52.1555453,0,0,2717,50,2021/01/03 10:54:52+00,63,,,speed: 1.6,,,,,,,,,,,,,,,,,
1.2564965,52.1555441,0,0,2718,48,2021/01/03 10:54:55+00,78,,,speed: 1.4,,,,,,,,,,,,,,,,,
1.2566026,52.1555289,0,0,2719,49,2021/01/03 10:54:59+00,93,,,speed: 1.8,,,,,,,,,,,,,,,,,
1.2566386,52.1555336,0,0,2720,49,2021/01/03 10:55:04+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.25664,52.1555286,0,0,2721,48,2021/01/03 10:55:07+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2566774,52.1555236,0,0,2722,49,2021/01/03 10:55:12+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2566905,52.1555264,0,0,2723,50,2021/01/03 10:55:16+00,,,,speed: 0.1,,,,,,,,,,,,,,,,,
1.256704,52.155498,0,0,2724,51,2021/01/03 10:55:19+00,108,,,speed: 1.9,,,,,,,,,,,,,,,,,
1.2567346,52.1554479,0,0,2725,54,2021/01/03 10:55:23+00,145,,,speed: 1.6,,,,,,,,,,,,,,,,,
1.2568173,52.1554161,0,0,2726,55,2021/01/03 10:55:27+00,129,,,speed: 1.4,,,,,,,,,,,,,,,,,
1.2569093,52.1554233,0,0,2727,55,2021/01/03 10:55:31+00,93,,,speed: 1.9,,,,,,,,,,,,,,,,,
1.2570001,52.155378,0,0,2728,54,2021/01/03 10:55:35+00,113,,,speed: 1.5,,,,,,,,,,,,,,,,,
1.2570861,52.1553395,0,0,2729,53,2021/01/03 10:55:39+00,124,,,speed: 2.2,,,,,,,,,,,,,,,,,
1.25711,52.1553346,0,0,2730,53,2021/01/03 10:55:43+00,97,,,speed: 1.1,,,,,,,,,,,,,,,,,
1.2571881,52.1553526,0,0,2731,52,2021/01/03 10:55:47+00,,,,speed: 0.2,,,,,,,,,,,,,,,,,
1.2572348,52.1553598,0,0,2732,52,2021/01/03 10:55:51+00,48,,,speed: 1.9,,,,,,,,,,,,,,,,,
1.2572869,52.1553794,0,0,2733,51,2021/01/03 10:55:55+00,,,,speed: 0.5,,,,,,,,,,,,,,,,,
1.2573414,52.1553853,0,0,2734,52,2021/01/03 10:55:59+00,53,,,speed: 1.7,,,,,,,,,,,,,,,,,
1.257458,52.155422,0,0,2735,54,2021/01/03 10:56:03+00,62,,,speed: 2.3,,,,,,,,,,,,,,,,,
1.2575288,52.1554621,0,0,2736,53,2021/01/03 10:56:07+00,,,,speed: 0.5,,,,,,,,,,,,,,,,,
1.2575369,52.1554763,0,0,2737,54,2021/01/03 10:56:11+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2576603,52.1554981,0,0,2738,53,2021/01/03 10:56:15+00,62,,,speed: 4.4,,,,,,,,,,,,,,,,,
1.2577715,52.1555306,0,0,2739,50,2021/01/03 10:56:19+00,62,,,speed: 1.6,,,,,,,,,,,,,,,,,
1.2578738,52.1555698,0,0,2740,50,2021/01/03 10:56:23+00,59,,,speed: 2.0,,,,,,,,,,,,,,,,,
1.2580161,52.1555986,0,0,2741,49,2021/01/03 10:56:27+00,64,,,speed: 2.5,,,,,,,,,,,,,,,,,
1.2581451,52.1556331,0,0,2742,49,2021/01/03 10:56:31+00,64,,,speed: 2.1,,,,,,,,,,,,,,,,,
1.2582578,52.1556665,0,0,2743,49,2021/01/03 10:56:35+00,63,,,speed: 2.3,,,,,,,,,,,,,,,,,
1.2583858,52.1557076,0,0,2744,49,2021/01/03 10:56:39+00,61,,,speed: 2.1,,,,,,,,,,,,,,,,,
1.2584893,52.1557338,0,0,2745,50,2021/01/03 10:56:43+00,61,,,speed: 1.6,,,,,,,,,,,,,,,,,
1.2586116,52.1557703,0,0,2746,48,2021/01/03 10:56:47+00,63,,,speed: 2.2,,,,,,,,,,,,,,,,,
1.2587271,52.1558003,0,0,2747,47,2021/01/03 10:56:51+00,63,,,speed: 1.9,,,,,,,,,,,,,,,,,
1.2588626,52.1558306,0,0,2748,51,2021/01/03 10:56:55+00,64,,,speed: 2.3,,,,,,,,,,,,,,,,,
1.2589728,52.1558746,0,0,2749,50,2021/01/03 10:56:59+00,59,,,speed: 1.9,,,,,,,,,,,,,,,,,
1.2590843,52.1559076,0,0,2750,47,2021/01/03 10:57:03+00,58,,,speed: 2.1,,,,,,,,,,,,,,,,,
1.2591425,52.1559321,0,0,2751,49,2021/01/03 10:57:07+00,,,,speed: 0.3,,,,,,,,,,,,,,,,,
1.2591353,52.1559243,0,0,2752,49,2021/01/03 10:57:11+00,,,,speed: 0.2,,,,,,,,,,,,,,,,,
1.2591348,52.1559221,0,0,2753,48,2021/01/03 10:57:15+00,,,,speed: 0.2,,,,,,,,,,,,,,,,,
1.2591426,52.1559111,0,0,2754,49,2021/01/03 10:57:19+00,,,,speed: 0.6,,,,,,,,,,,,,,,,,
1.2591436,52.1559245,0,0,2755,49,2021/01/03 10:57:23+00,,,,speed: 0.3,,,,,,,,,,,,,,,,,
1.2591443,52.1559271,0,0,2756,51,2021/01/03 10:57:27+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2591598,52.1559151,0,0,2757,51,2021/01/03 10:57:31+00,,,,speed: 0.1,,,,,,,,,,,,,,,,,
1.2592093,52.1559341,0,0,2758,50,2021/01/03 10:57:35+00,65,,,speed: 1.6,,,,,,,,,,,,,,,,,
1.2593185,52.1559641,0,0,2759,51,2021/01/03 10:57:39+00,64,,,speed: 2.1,,,,,,,,,,,,,,,,,
1.2594076,52.1559971,0,0,2760,51,2021/01/03 10:57:43+00,60,,,speed: 1.6,,,,,,,,,,,,,,,,,
1.2594995,52.1560341,0,0,2761,51,2021/01/03 10:57:47+00,56,,,speed: 1.8,,,,,,,,,,,,,,,,,
1.2595828,52.1560681,0,0,2762,50,2021/01/03 10:57:51+00,,,,speed: 0.6,,,,,,,,,,,,,,,,,
1.2596406,52.156089,0,0,2763,51,2021/01/03 10:57:55+00,52,,,speed: 1.8,,,,,,,,,,,,,,,,,
1.2597528,52.1561335,0,0,2764,49,2021/01/03 10:57:59+00,57,,,speed: 2.3,,,,,,,,,,,,,,,,,
1.2598643,52.1561578,0,0,2765,50,2021/01/03 10:58:03+00,65,,,speed: 1.7,,,,,,,,,,,,,,,,,
1.2599578,52.1561805,0,0,2766,50,2021/01/03 10:58:07+00,67,,,speed: 2.0,,,,,,,,,,,,,,,,,
1.2600568,52.1562246,0,0,2767,51,2021/01/03 10:58:11+00,57,,,speed: 2.0,,,,,,,,,,,,,,,,,
1.2601518,52.156265,0,0,2768,52,2021/01/03 10:58:15+00,54,,,speed: 1.8,,,,,,,,,,,,,,,,,
1.2602431,52.156299,0,0,2769,53,2021/01/03 10:58:19+00,55,,,speed: 1.0,,,,,,,,,,,,,,,,,
1.2602746,52.1563143,0,0,2770,55,2021/01/03 10:58:23+00,,,,speed: 0.3,,,,,,,,,,,,,,,,,
1.2602886,52.1563311,0,0,2771,53,2021/01/03 10:58:27+00,,,,speed: 0.3,,,,,,,,,,,,,,,,,
1.2603711,52.1563853,0,0,2772,53,2021/01/03 10:58:31+00,41,,,speed: 1.9,,,,,,,,,,,,,,,,,
1.2604688,52.1564426,0,0,2773,53,2021/01/03 10:58:35+00,43,,,speed: 2.5,,,,,,,,,,,,,,,,,
1.260567,52.1564865,0,0,2774,55,2021/01/03 10:58:39+00,50,,,speed: 1.9,,,,,,,,,,,,,,,,,
1.2605785,52.1564988,0,0,2775,53,2021/01/03 10:58:43+00,,,,speed: 0.2,,,,,,,,,,,,,,,,,
1.2606995,52.1565145,0,0,2776,54,2021/01/03 10:58:48+00,67,,,speed: 1.6,,,,,,,,,,,,,,,,,
1.2607175,52.1565513,0,0,2777,53,2021/01/03 10:58:51+00,,,,speed: 0.7,,,,,,,,,,,,,,,,,
1.2607248,52.1565664,0,0,2778,53,2021/01/03 10:58:55+00,,,,speed: 0.4,,,,,,,,,,,,,,,,,
1.2608065,52.1565768,0,0,2779,55,2021/01/03 10:58:59+00,52,,,speed: 1.7,,,,,,,,,,,,,,,,,
1.2609325,52.1566133,0,0,2780,52,2021/01/03 10:59:03+00,63,,,speed: 2.1,,,,,,,,,,,,,,,,,
1.2610656,52.1566508,0,0,2781,51,2021/01/03 10:59:07+00,62,,,speed: 1.8,,,,,,,,,,,,,,,,,
1.2611818,52.1566599,0,0,2782,49,2021/01/03 10:59:11+00,73,,,speed: 2.0,,,,,,,,,,,,,,,,,
1.2613055,52.1566986,0,0,2783,48,2021/01/03 10:59:15+00,64,,,speed: 1.9,,,,,,,,,,,,,,,,,
1.2613303,52.1567035,0,0,2784,49,2021/01/03 10:59:19+00,,,,speed: 0.1,,,,,,,,,,,,,,,,,
1.2613598,52.1567125,0,0,2785,50,2021/01/03 10:59:23+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2613923,52.1567254,0,0,2786,51,2021/01/03 10:59:27+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2613875,52.1567291,0,0,2787,50,2021/01/03 10:59:31+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2613835,52.1567271,0,0,2788,50,2021/01/03 10:59:35+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2613831,52.1567281,0,0,2789,52,2021/01/03 10:59:39+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2613831,52.1567283,0,0,2790,52,2021/01/03 10:59:43+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2613818,52.1567293,0,0,2791,52,2021/01/03 10:59:48+00,,,,speed: 0.2,,,,,,,,,,,,,,,,,
1.2613843,52.1567276,0,0,2792,51,2021/01/03 10:59:51+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2613768,52.1567275,0,0,2793,50,2021/01/03 10:59:55+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2613783,52.1567324,0,0,2794,52,2021/01/03 10:59:59+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2613798,52.1567298,0,0,2795,52,2021/01/03 11:00:03+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2613768,52.1567188,0,0,2796,52,2021/01/03 11:00:07+00,,,,speed: 0.5,,,,,,,,,,,,,,,,,
1.2613231,52.1567008,0,0,2797,52,2021/01/03 11:00:11+00,97,,,speed: 1.7,,,,,,,,,,,,,,,,,
1.2612426,52.1566851,0,0,2798,52,2021/01/03 11:00:15+00,,,,speed: 1.2,,,,,,,,,,,,,,,,,
1.2611561,52.1566575,0,0,2799,51,2021/01/03 11:00:19+00,,,,speed: 1.7,,,,,,,,,,,,,,,,,
1.2610768,52.156622,0,0,2800,55,2021/01/03 11:00:23+00,,,,speed: 1.8,,,,,,,,,,,,,,,,,
1.2610311,52.1566101,0,0,2801,55,2021/01/03 11:00:27+00,,,,speed: 0.4,,,,,,,,,,,,,,,,,
1.2610308,52.1566031,0,0,2802,54,2021/01/03 11:00:31+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2610273,52.1565986,0,0,2803,53,2021/01/03 11:00:35+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2610243,52.1565983,0,0,2804,52,2021/01/03 11:00:39+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2610233,52.1565973,0,0,2805,52,2021/01/03 11:00:43+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2610265,52.1565945,0,0,2806,53,2021/01/03 11:00:47+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2610265,52.1565985,0,0,2807,53,2021/01/03 11:00:51+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2610256,52.1566004,0,0,2808,53,2021/01/03 11:00:55+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2610251,52.1566013,0,0,2809,53,2021/01/03 11:00:59+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2610236,52.1566026,0,0,2810,53,2021/01/03 11:01:03+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2610216,52.1566042,0,0,2811,54,2021/01/03 11:01:08+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2610218,52.1566061,0,0,2812,54,2021/01/03 11:01:12+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2610233,52.1566065,0,0,2813,54,2021/01/03 11:01:15+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2610218,52.1566067,0,0,2814,54,2021/01/03 11:01:19+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.261018,52.15661,0,0,2815,55,2021/01/03 11:01:24+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2610161,52.1566119,0,0,2816,55,2021/01/03 11:01:28+00,,,,speed: 0.1,,,,,,,,,,,,,,,,,
1.2610174,52.156617,0,0,2817,54,2021/01/03 11:01:32+00,,,,speed: 0.8,,,,,,,,,,,,,,,,,
1.2610398,52.1566303,0,0,2818,54,2021/01/03 11:01:35+00,,,,speed: 1.1,,,,,,,,,,,,,,,,,
1.2611433,52.1566747,0,0,2819,53,2021/01/03 11:01:40+00,44,,,speed: 1.7,,,,,,,,,,,,,,,,,
1.2612089,52.1566929,0,0,2820,53,2021/01/03 11:01:43+00,57,,,speed: 1.7,,,,,,,,,,,,,,,,,
1.2612428,52.1567049,0,0,2821,53,2021/01/03 11:01:45+00,57,,,speed: 1.9,,,,,,,,,,,,,,,,,
1.2613413,52.1567391,0,0,2822,53,2021/01/03 11:01:47+00,57,,,speed: 1.9,,,,,,,,,,,,,,,,,
1.2614265,52.1567658,0,0,2823,52,2021/01/03 11:01:51+00,58,,,speed: 1.8,,,,,,,,,,,,,,,,,
1.2615076,52.1568106,0,0,2824,52,2021/01/03 11:01:55+00,51,,,speed: 1.7,,,,,,,,,,,,,,,,,
1.2615986,52.1568478,0,0,2825,52,2021/01/03 11:01:59+00,51,,,speed: 1.8,,,,,,,,,,,,,,,,,
1.261671,52.1568763,0,0,2826,52,2021/01/03 11:02:03+00,52,,,speed: 1.5,,,,,,,,,,,,,,,,,
1.2616986,52.1569013,0,0,2827,52,2021/01/03 11:02:07+00,,,,speed: 0.6,,,,,,,,,,,,,,,,,
1.2617615,52.15695,0,0,2828,52,2021/01/03 11:02:11+00,27,,,speed: 2.6,,,,,,,,,,,,,,,,,
1.2619498,52.1570403,0,0,2829,52,2021/01/03 11:02:15+00,45,,,speed: 3.5,,,,,,,,,,,,,,,,,
1.262105,52.1571128,0,0,2830,52,2021/01/03 11:02:19+00,49,,,speed: 3.0,,,,,,,,,,,,,,,,,
1.2621728,52.1570674,0,0,2831,53,2021/01/03 11:02:23+00,92,,,speed: 1.0,,,,,,,,,,,,,,,,,
1.2620511,52.1570443,0,0,2832,53,2021/01/03 11:02:27+00,,,,speed: 1.7,,,,,,,,,,,,,,,,,
1.2620426,52.1570398,0,0,2833,53,2021/01/03 11:02:31+00,,,,speed: 0.1,,,,,,,,,,,,,,,,,
1.2620436,52.157021,0,0,2834,53,2021/01/03 11:02:35+00,,,,speed: 0.8,,,,,,,,,,,,,,,,,
1.2621155,52.1569541,0,0,2835,54,2021/01/03 11:02:39+00,,,,speed: 2.4,,,,,,,,,,,,,,,,,
1.2621766,52.1569114,0,0,2836,51,2021/01/03 11:02:43+00,,,,speed: 0.3,,,,,,,,,,,,,,,,,
1.2622093,52.1569211,0,0,2837,53,2021/01/03 11:02:47+00,,,,speed: 0.6,,,,,,,,,,,,,,,,,
1.2622205,52.1569213,0,0,2838,53,2021/01/03 11:02:51+00,,,,speed: 0.1,,,,,,,,,,,,,,,,,
1.2622261,52.1568994,0,0,2839,54,2021/01/03 11:02:55+00,97,,,speed: 1.1,,,,,,,,,,,,,,,,,
1.2623011,52.1568091,0,0,2840,54,2021/01/03 11:02:59+00,136,,,speed: 2.7,,,,,,,,,,,,,,,,,
1.2623973,52.1567251,0,0,2841,54,2021/01/03 11:03:03+00,141,,,speed: 2.5,,,,,,,,,,,,,,,,,
1.2624155,52.1567074,0,0,2842,51,2021/01/03 11:03:07+00,,,,speed: 0.1,,,,,,,,,,,,,,,,,
1.2624478,52.1566808,0,0,2843,53,2021/01/03 11:03:11+00,92,,,speed: 2.0,,,,,,,,,,,,,,,,,
1.2625339,52.156619,0,0,2844,53,2021/01/03 11:03:15+00,127,,,speed: 2.6,,,,,,,,,,,,,,,,,
1.2626633,52.1565579,0,0,2845,51,2021/01/03 11:03:19+00,128,,,speed: 2.6,,,,,,,,,,,,,,,,,
1.262765,52.1565076,0,0,2846,51,2021/01/03 11:03:23+00,129,,,speed: 2.1,,,,,,,,,,,,,,,,,
1.2628325,52.1564458,0,0,2847,48,2021/01/03 11:03:27+00,138,,,speed: 1.9,,,,,,,,,,,,,,,,,
1.2629001,52.1564013,0,0,2848,46,2021/01/03 11:03:31+00,,,,speed: 0.5,,,,,,,,,,,,,,,,,
1.262924,52.1563751,0,0,2849,47,2021/01/03 11:03:35+00,145,,,speed: 1.4,,,,,,,,,,,,,,,,,
1.2630043,52.1563165,0,0,2850,45,2021/01/03 11:03:39+00,138,,,speed: 2.3,,,,,,,,,,,,,,,,,
1.263105,52.1562694,0,0,2851,47,2021/01/03 11:03:43+00,131,,,speed: 2.2,,,,,,,,,,,,,,,,,
1.2631873,52.1562248,0,0,2852,45,2021/01/03 11:03:47+00,128,,,speed: 1.3,,,,,,,,,,,,,,,,,
1.2632631,52.1561831,0,0,2853,44,2021/01/03 11:03:51+00,,,,speed: 0.8,,,,,,,,,,,,,,,,,
1.263304,52.1561589,0,0,2854,48,2021/01/03 11:03:55+00,115,,,speed: 1.4,,,,,,,,,,,,,,,,,
1.263339,52.1561241,0,0,2855,48,2021/01/03 11:03:59+00,131,,,speed: 1.3,,,,,,,,,,,,,,,,,
1.2633806,52.156079,0,0,2856,46,2021/01/03 11:04:03+00,143,,,speed: 1.5,,,,,,,,,,,,,,,,,
1.2634385,52.1560236,0,0,2857,46,2021/01/03 11:04:07+00,148,,,speed: 1.6,,,,,,,,,,,,,,,,,
1.2634833,52.1560121,0,0,2858,47,2021/01/03 11:04:11+00,,,,speed: 0.7,,,,,,,,,,,,,,,,,
1.2635436,52.1559886,0,0,2859,47,2021/01/03 11:04:15+00,,,,speed: 1.2,,,,,,,,,,,,,,,,,
1.263628,52.1559263,0,0,2860,46,2021/01/03 11:04:19+00,136,,,speed: 1.7,,,,,,,,,,,,,,,,,
1.2637006,52.1558788,0,0,2861,46,2021/01/03 11:04:23+00,138,,,speed: 1.8,,,,,,,,,,,,,,,,,
1.2637356,52.1558453,0,0,2862,49,2021/01/03 11:04:27+00,143,,,speed: 1.0,,,,,,,,,,,,,,,,,
1.2637786,52.1558128,0,0,2863,47,2021/01/03 11:04:31+00,141,,,speed: 1.3,,,,,,,,,,,,,,,,,
1.2638528,52.1557633,0,0,2864,46,2021/01/03 11:04:35+00,137,,,speed: 1.7,,,,,,,,,,,,,,,,,
1.2639396,52.1557183,0,0,2865,46,2021/01/03 11:04:40+00,133,,,speed: 1.2,,,,,,,,,,,,,,,,,
1.2639893,52.1556731,0,0,2866,46,2021/01/03 11:04:44+00,148,,,speed: 1.0,,,,,,,,,,,,,,,,,
1.2640054,52.1556598,0,0,2867,50,2021/01/03 11:04:48+00,,,,speed: 0.3,,,,,,,,,,,,,,,,,
1.2640523,52.1556238,0,0,2868,49,2021/01/03 11:04:51+00,144,,,speed: 1.2,,,,,,,,,,,,,,,,,
1.2640693,52.1556228,0,0,2869,50,2021/01/03 11:04:55+00,,,,speed: 0.1,,,,,,,,,,,,,,,,,
1.2640718,52.1556176,0,0,2870,51,2021/01/03 11:04:59+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2640805,52.1556046,0,0,2871,53,2021/01/03 11:05:03+00,,,,speed: 0.4,,,,,,,,,,,,,,,,,
1.2640668,52.1555589,0,0,2872,53,2021/01/03 11:05:07+00,166,,,speed: 1.4,,,,,,,,,,,,,,,,,
1.2640805,52.1555093,0,0,2873,54,2021/01/03 11:05:11+00,167,,,speed: 0.9,,,,,,,,,,,,,,,,,
1.2641024,52.1554525,0,0,2874,54,2021/01/03 11:05:15+00,168,,,speed: 1.3,,,,,,,,,,,,,,,,,
1.2641111,52.1553958,0,0,2875,56,2021/01/03 11:05:19+00,171,,,speed: 1.8,,,,,,,,,,,,,,,,,
1.2641606,52.1553673,0,0,2876,57,2021/01/03 11:05:23+00,,,,speed: 1.3,,,,,,,,,,,,,,,,,
1.264212,52.1553175,0,0,2877,59,2021/01/03 11:05:27+00,143,,,speed: 1.4,,,,,,,,,,,,,,,,,
1.2642523,52.155237,0,0,2878,57,2021/01/03 11:05:31+00,152,,,speed: 2.0,,,,,,,,,,,,,,,,,
1.2642873,52.1551523,0,0,2879,53,2021/01/03 11:05:35+00,164,,,speed: 2.1,,,,,,,,,,,,,,,,,
1.2643321,52.1550443,0,0,2880,49,2021/01/03 11:05:39+00,164,,,speed: 2.1,,,,,,,,,,,,,,,,,
1.2643365,52.1549586,0,0,2881,43,2021/01/03 11:05:43+00,169,,,speed: 1.7,,,,,,,,,,,,,,,,,
1.2643331,52.1549358,0,0,2882,45,2021/01/03 11:05:47+00,,,,speed: 0.1,,,,,,,,,,,,,,,,,
1.2643408,52.154928,0,0,2883,48,2021/01/03 11:05:51+00,,,,speed: 0.1,,,,,,,,,,,,,,,,,
1.264322,52.1549273,0,0,2884,48,2021/01/03 11:05:55+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2643268,52.1549223,0,0,2885,48,2021/01/03 11:05:59+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2643926,52.1548721,0,0,2886,47,2021/01/03 11:06:04+00,159,,,speed: 1.7,,,,,,,,,,,,,,,,,
1.2644361,52.1548213,0,0,2887,47,2021/01/03 11:06:07+00,150,,,speed: 1.6,,,,,,,,,,,,,,,,,
1.2644866,52.1547511,0,0,2888,48,2021/01/03 11:06:11+00,152,,,speed: 1.7,,,,,,,,,,,,,,,,,
1.264553,52.1546894,0,0,2889,48,2021/01/03 11:06:16+00,159,,,speed: 1.2,,,,,,,,,,,,,,,,,
1.2645951,52.1546518,0,0,2890,46,2021/01/03 11:06:19+00,,,,speed: 1.2,,,,,,,,,,,,,,,,,
1.2646361,52.1546005,0,0,2891,47,2021/01/03 11:06:23+00,,,,speed: 1.0,,,,,,,,,,,,,,,,,
1.2646578,52.1545616,0,0,2892,48,2021/01/03 11:06:27+00,,,,speed: 0.1,,,,,,,,,,,,,,,,,
1.2646775,52.1545656,0,0,2893,51,2021/01/03 11:06:31+00,,,,speed: 0.2,,,,,,,,,,,,,,,,,
1.2647218,52.1545658,0,0,2894,51,2021/01/03 11:06:36+00,83,,,speed: 2.2,,,,,,,,,,,,,,,,,
1.2647808,52.1545033,0,0,2895,51,2021/01/03 11:06:39+00,125,,,speed: 2.4,,,,,,,,,,,,,,,,,
1.2648226,52.1544386,0,0,2896,49,2021/01/03 11:06:44+00,,,,speed: 0.2,,,,,,,,,,,,,,,,,
1.2648314,52.1544325,0,0,2897,46,2021/01/03 11:06:47+00,,,,speed: 0.6,,,,,,,,,,,,,,,,,
1.2649584,52.1543603,0,0,2898,47,2021/01/03 11:06:52+00,143,,,speed: 2.3,,,,,,,,,,,,,,,,,
1.2649739,52.1543209,0,0,2899,46,2021/01/03 11:06:55+00,155,,,speed: 1.0,,,,,,,,,,,,,,,,,
1.2649721,52.1543268,0,0,2900,49,2021/01/03 11:07:00+00,,,,speed: 2.4,,,,,,,,,,,,,,,,,
1.2651196,52.154245,0,0,2901,48,2021/01/03 11:07:03+00,168,,,speed: 3.6,,,,,,,,,,,,,,,,,
1.265213,52.1541648,0,0,2902,47,2021/01/03 11:07:07+00,146,,,speed: 2.0,,,,,,,,,,,,,,,,,
1.2652783,52.154098,0,0,2903,44,2021/01/03 11:07:12+00,,,,speed: 0.6,,,,,,,,,,,,,,,,,
1.2653443,52.1540463,0,0,2904,42,2021/01/03 11:07:15+00,139,,,speed: 2.3,,,,,,,,,,,,,,,,,
1.2654463,52.1540084,0,0,2905,43,2021/01/03 11:07:19+00,123,,,speed: 2.3,,,,,,,,,,,,,,,,,
1.265545,52.1539596,0,0,2906,42,2021/01/03 11:07:23+00,124,,,speed: 2.0,,,,,,,,,,,,,,,,,
1.2655916,52.153938,0,0,2907,42,2021/01/03 11:07:27+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2656306,52.1539023,0,0,2908,42,2021/01/03 11:07:31+00,132,,,speed: 1.7,,,,,,,,,,,,,,,,,
1.2656653,52.1538948,0,0,2909,42,2021/01/03 11:07:35+00,,,,speed: 0.9,,,,,,,,,,,,,,,,,
1.2656986,52.1538805,0,0,2910,43,2021/01/03 11:07:39+00,,,,speed: 1.1,,,,,,,,,,,,,,,,,
1.2657254,52.1538498,0,0,2911,42,2021/01/03 11:07:43+00,138,,,speed: 1.4,,,,,,,,,,,,,,,,,
1.2657893,52.153807,0,0,2912,42,2021/01/03 11:07:47+00,134,,,speed: 1.6,,,,,,,,,,,,,,,,,
1.265809,52.1538226,0,0,2913,42,2021/01/03 11:07:51+00,,,,speed: 0.2,,,,,,,,,,,,,,,,,
1.2658931,52.1537861,0,0,2914,42,2021/01/03 11:07:56+00,100,,,speed: 1.8,,,,,,,,,,,,,,,,,
1.265951,52.1537518,0,0,2915,40,2021/01/03 11:07:59+00,118,,,speed: 1.9,,,,,,,,,,,,,,,,,
1.2660425,52.1537213,0,0,2916,37,2021/01/03 11:08:04+00,90,,,speed: 1.0,,,,,,,,,,,,,,,,,
1.2660481,52.1537283,0,0,2917,39,2021/01/03 11:08:07+00,,,,speed: 0.2,,,,,,,,,,,,,,,,,
1.2660589,52.153729,0,0,2918,40,2021/01/03 11:08:11+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2661039,52.1536805,0,0,2919,43,2021/01/03 11:08:16+00,82,,,speed: 2.2,,,,,,,,,,,,,,,,,
1.2661856,52.1536433,0,0,2920,42,2021/01/03 11:08:19+00,111,,,speed: 2.3,,,,,,,,,,,,,,,,,
1.2662458,52.1536353,0,0,2921,42,2021/01/03 11:08:24+00,,,,speed: 0.1,,,,,,,,,,,,,,,,,
1.2662331,52.1536291,0,0,2922,41,2021/01/03 11:08:27+00,,,,speed: 0.5,,,,,,,,,,,,,,,,,
1.2662615,52.1536108,0,0,2923,43,2021/01/03 11:08:31+00,92,,,speed: 2.0,,,,,,,,,,,,,,,,,
1.2663638,52.1535351,0,0,2924,42,2021/01/03 11:08:35+00,126,,,speed: 2.3,,,,,,,,,,,,,,,,,
1.266416,52.1535198,0,0,2925,40,2021/01/03 11:08:39+00,109,,,speed: 2.1,,,,,,,,,,,,,,,,,
1.2664368,52.1535216,0,0,2926,41,2021/01/03 11:08:43+00,,,,speed: 0.2,,,,,,,,,,,,,,,,,
1.2664886,52.1534211,0,0,2927,41,2021/01/03 11:08:47+00,134,,,speed: 3.2,,,,,,,,,,,,,,,,,
1.2665941,52.1532963,0,0,2928,43,2021/01/03 11:08:52+00,149,,,speed: 2.4,,,,,,,,,,,,,,,,,
